Method,System,Diag. iter. index,Diag. iter. time (s),Preconditioning time (s)
NP,Vitamin $B_{12}$,666,0.880284,0.658955
NP,Vitamin $B_{12}$,667,0.881005,0.659815
NP,Vitamin $B_{12}$,668,0.880311,0.659032
NP,Vitamin $B_{12}$,669,0.881264,0.659824
NP,Vitamin $B_{12}$,670,0.880163,0.659539
NP,Vitamin $B_{12}$,671,0.878260,0.657725
NP,Vitamin $B_{12}$,672,0.879495,0.658433
NP,Vitamin $B_{12}$,673,0.879228,0.657793
NP,Vitamin $B_{12}$,674,0.882445,0.658048
NP,Vitamin $B_{12}$,675,0.878589,0.658148
NP,Vitamin $B_{12}$,676,0.880289,0.659218
NP,Vitamin $B_{12}$,677,0.880749,0.659592
NP,Vitamin $B_{12}$,678,0.880226,0.659094
NP,Vitamin $B_{12}$,679,0.879917,0.658926
NP,Vitamin $B_{12}$,680,0.880222,0.658956
NP,Vitamin $B_{12}$,681,0.880375,0.659103
NP,Vitamin $B_{12}$,682,0.880042,0.658770
NP,Vitamin $B_{12}$,683,0.878039,0.657803
NP,Vitamin $B_{12}$,684,0.879999,0.658516
NP,Vitamin $B_{12}$,685,0.883970,0.664970
NP,Vitamin $B_{12}$,686,0.880800,0.659558
NP,Vitamin $B_{12}$,687,0.880434,0.658400
NP,Vitamin $B_{12}$,688,0.882056,0.659530
NP,Vitamin $B_{12}$,689,0.884703,0.658877
NP,Vitamin $B_{12}$,690,0.878871,0.658646
NP,Vitamin $B_{12}$,691,0.883635,0.659349
NP,Vitamin $B_{12}$,692,0.883074,0.659888
NP,Vitamin $B_{12}$,693,0.882471,0.660330
NP,Vitamin $B_{12}$,694,0.884017,0.662943
NP,Vitamin $B_{12}$,695,0.880247,0.658943
NP,Vitamin $B_{12}$,696,0.879615,0.658379
NP,Vitamin $B_{12}$,697,0.878996,0.658174
NP,Vitamin $B_{12}$,698,0.878988,0.658431
NP,Vitamin $B_{12}$,699,0.879621,0.658477
NP,Vitamin $B_{12}$,700,0.879133,0.658355
NP,Vitamin $B_{12}$,701,0.880791,0.659929
NP,Vitamin $B_{12}$,702,0.878901,0.658303
NP,Vitamin $B_{12}$,703,0.879721,0.658724
NP,Vitamin $B_{12}$,704,0.879992,0.658254
NP,Vitamin $B_{12}$,705,0.879938,0.658978
NP,Vitamin $B_{12}$,706,0.879878,0.658664
NP,Vitamin $B_{12}$,707,0.879220,0.658775
NP,Vitamin $B_{12}$,708,0.879901,0.658154
NP,Vitamin $B_{12}$,709,0.879598,0.658044
NP,Vitamin $B_{12}$,710,0.881897,0.658101
NP,Vitamin $B_{12}$,711,0.880960,0.659716
NP,Vitamin $B_{12}$,712,0.880012,0.658563
NP,Vitamin $B_{12}$,713,0.880112,0.658837
NP,Vitamin $B_{12}$,714,0.880657,0.659571
NP,Vitamin $B_{12}$,715,0.880232,0.659564
NP,Vitamin $B_{12}$,716,0.878252,0.658608
NP,Vitamin $B_{12}$,717,0.880048,0.660106
NP,Vitamin $B_{12}$,718,0.878374,0.657989
NP,Vitamin $B_{12}$,719,0.880448,0.660587
NP,Vitamin $B_{12}$,720,0.880130,0.658490
NP,Vitamin $B_{12}$,721,0.879570,0.658136
NP,Vitamin $B_{12}$,722,0.879747,0.657938
NP,Vitamin $B_{12}$,723,0.880031,0.658510
NP,Vitamin $B_{12}$,724,0.880368,0.658218
NP,Vitamin $B_{12}$,725,0.880011,0.658737
NP,Vitamin $B_{12}$,726,0.879885,0.657897
NP,Vitamin $B_{12}$,727,0.880106,0.659175
NP,Vitamin $B_{12}$,728,0.880700,0.659014
NP,Vitamin $B_{12}$,729,0.879844,0.659117
NP,Vitamin $B_{12}$,730,0.878904,0.657900
NP,Vitamin $B_{12}$,731,0.878893,0.656921
NP,Vitamin $B_{12}$,732,0.878509,0.658658
NP,Vitamin $B_{12}$,733,0.881813,0.659962
NP,Vitamin $B_{12}$,734,0.880284,0.658941
NP,Vitamin $B_{12}$,735,0.883353,0.659020
NP,Vitamin $B_{12}$,736,0.878797,0.659003
NP,Vitamin $B_{12}$,737,0.879481,0.659164
NP,Vitamin $B_{12}$,738,0.879493,0.657648
NP,Vitamin $B_{12}$,739,0.879153,0.658224
NP,Vitamin $B_{12}$,740,0.881127,0.659169
NP,Vitamin $B_{12}$,741,0.880104,0.658944
NP,Vitamin $B_{12}$,742,0.879134,0.658021
NP,Vitamin $B_{12}$,743,0.880075,0.659057
NP,Vitamin $B_{12}$,744,0.879609,0.658320
NP,Vitamin $B_{12}$,745,0.880667,0.658774
NP,Vitamin $B_{12}$,746,0.877125,0.657308
NP,Vitamin $B_{12}$,747,0.880600,0.658234
NP,Vitamin $B_{12}$,748,0.880623,0.657648
NP,Vitamin $B_{12}$,749,0.879958,0.657713
NP,Vitamin $B_{12}$,750,0.880437,0.658711
NP,Vitamin $B_{12}$,751,0.880128,0.659030
NP,Vitamin $B_{12}$,752,0.880536,0.658612
NP,Vitamin $B_{12}$,753,0.878607,0.658560
NP,Vitamin $B_{12}$,754,0.880133,0.658554
NP,Vitamin $B_{12}$,755,0.880950,0.658176
NP,Vitamin $B_{12}$,756,0.878691,0.657251
NP,Vitamin $B_{12}$,757,0.880363,0.658007
NP,Vitamin $B_{12}$,758,0.880657,0.657851
NP,Vitamin $B_{12}$,759,0.880339,0.658124
NP,Vitamin $B_{12}$,760,0.881345,0.657681
NP,Vitamin $B_{12}$,761,0.879797,0.658644
NP,Vitamin $B_{12}$,762,0.879835,0.658640
NP,Vitamin $B_{12}$,763,0.879952,0.659344
NP,Vitamin $B_{12}$,764,0.879887,0.658468
NP,Vitamin $B_{12}$,765,0.879632,0.658488
NP,Vitamin $B_{12}$,766,0.880478,0.658207
NP,Vitamin $B_{12}$,767,0.879571,0.657865
NP,Vitamin $B_{12}$,768,0.881299,0.659052
NP,Vitamin $B_{12}$,769,0.880355,0.659861
NP,Vitamin $B_{12}$,770,0.879946,0.658877
NP,Vitamin $B_{12}$,771,0.880716,0.659878
NP,Vitamin $B_{12}$,772,0.878701,0.658863
NP,Vitamin $B_{12}$,773,0.879161,0.658487
NP,Vitamin $B_{12}$,774,0.880486,0.658700
NP,Vitamin $B_{12}$,775,0.879341,0.657926
NP,Vitamin $B_{12}$,776,0.880628,0.658898
NP,Vitamin $B_{12}$,777,0.878668,0.657876
NP,Vitamin $B_{12}$,778,0.879622,0.657076
NP,Vitamin $B_{12}$,779,0.880497,0.659250
NP,Vitamin $B_{12}$,780,0.879997,0.658147
NP,Vitamin $B_{12}$,781,0.879906,0.658798
NP,Vitamin $B_{12}$,782,0.880215,0.658660
NP,Vitamin $B_{12}$,783,0.880162,0.658380
NP,Vitamin $B_{12}$,784,0.879233,0.657927
NP,Vitamin $B_{12}$,785,0.882605,0.657943
NP,Vitamin $B_{12}$,786,0.878725,0.658545
NP,Vitamin $B_{12}$,787,0.879794,0.657299
NP,Vitamin $B_{12}$,788,0.880017,0.658283
NP,Vitamin $B_{12}$,789,0.879808,0.659110
NP,Vitamin $B_{12}$,790,0.879745,0.658642
NP,Vitamin $B_{12}$,791,0.880313,0.658709
NP,Vitamin $B_{12}$,792,0.880096,0.659089
NP,Vitamin $B_{12}$,793,0.879548,0.658583
NP,Vitamin $B_{12}$,794,0.880038,0.658397
NP,Vitamin $B_{12}$,795,0.880074,0.659142
NP,Vitamin $B_{12}$,796,0.878649,0.657156
NP,Vitamin $B_{12}$,797,0.880095,0.658119
NP,Vitamin $B_{12}$,798,0.879350,0.658639
NP,Vitamin $B_{12}$,799,0.881005,0.659168
NP,Vitamin $B_{12}$,800,0.880103,0.657962
NP,Vitamin $B_{12}$,801,0.880236,0.658760
NP,Vitamin $B_{12}$,802,0.878162,0.658571
NP,Vitamin $B_{12}$,803,0.881695,0.659017
NP,Vitamin $B_{12}$,804,0.880998,0.659321
NP,Vitamin $B_{12}$,805,0.879323,0.658517
NP,Vitamin $B_{12}$,806,0.879895,0.657854
NP,Vitamin $B_{12}$,807,0.880151,0.658394
NP,Vitamin $B_{12}$,808,0.879775,0.657965
NP,Vitamin $B_{12}$,809,0.879512,0.659810
NP,Vitamin $B_{12}$,810,0.881649,0.657679
NP,Vitamin $B_{12}$,811,0.880095,0.660630
NP,Vitamin $B_{12}$,812,0.879963,0.658028
NP,Vitamin $B_{12}$,813,0.879736,0.658767
NP,Vitamin $B_{12}$,814,0.878827,0.658111
NP,Vitamin $B_{12}$,815,0.880258,0.658325
NP,Vitamin $B_{12}$,816,0.880984,0.658707
NP,Vitamin $B_{12}$,817,0.880119,0.658661
NP,Vitamin $B_{12}$,818,0.879817,0.658152
NP,Vitamin $B_{12}$,819,0.878856,0.657954
NP,Vitamin $B_{12}$,820,0.880525,0.657464
NP,Vitamin $B_{12}$,821,0.879982,0.658591
NP,Vitamin $B_{12}$,822,0.879720,0.657937
NP,Vitamin $B_{12}$,823,0.878472,0.658741
NP,Vitamin $B_{12}$,824,0.882073,0.659940
NP,Vitamin $B_{12}$,825,0.880701,0.658986
NP,Vitamin $B_{12}$,826,0.878847,0.657834
NP,Vitamin $B_{12}$,827,0.879591,0.659165
NP,Vitamin $B_{12}$,828,0.879898,0.658093
NP,Vitamin $B_{12}$,829,0.881314,0.659452
NP,Vitamin $B_{12}$,830,0.877859,0.657658
NP,Vitamin $B_{12}$,831,0.880857,0.658863
NP,Vitamin $B_{12}$,832,0.879770,0.658359
NP,Vitamin $B_{12}$,833,0.880146,0.658910
NP,Vitamin $B_{12}$,834,0.880037,0.658724
NP,Vitamin $B_{12}$,835,0.878888,0.657584
NP,Vitamin $B_{12}$,836,0.881661,0.660058
NP,Vitamin $B_{12}$,837,0.878602,0.658677
NP,Vitamin $B_{12}$,838,0.880409,0.658448
NP,Vitamin $B_{12}$,839,0.880966,0.659663
NP,Vitamin $B_{12}$,840,0.879642,0.659161
NP,Vitamin $B_{12}$,841,0.879803,0.658163
NP,Vitamin $B_{12}$,842,0.879995,0.658596
NP,Vitamin $B_{12}$,843,0.881349,0.658178
NP,Vitamin $B_{12}$,844,0.878653,0.658473
NP,Vitamin $B_{12}$,845,0.880612,0.659302
NP,Vitamin $B_{12}$,846,0.880589,0.658544
NP,Vitamin $B_{12}$,847,0.879605,0.658698
NP,Vitamin $B_{12}$,848,0.880194,0.658595
NP,Vitamin $B_{12}$,849,0.879549,0.658417
NP,Vitamin $B_{12}$,850,0.879882,0.658434
NP,Vitamin $B_{12}$,851,0.880525,0.658928
NP,Vitamin $B_{12}$,852,0.880130,0.658753
NP,Vitamin $B_{12}$,853,0.879985,0.658815
NP,Vitamin $B_{12}$,854,0.880893,0.658904
NP,Vitamin $B_{12}$,855,0.879709,0.659343
NP,Vitamin $B_{12}$,856,0.878885,0.657959
NP,Vitamin $B_{12}$,857,0.879847,0.658541
NP,Vitamin $B_{12}$,858,0.880359,0.658151
NP,Vitamin $B_{12}$,859,0.879714,0.658792
NP,Vitamin $B_{12}$,860,0.879811,0.658118
NP,Vitamin $B_{12}$,861,0.879555,0.658033
NP,Vitamin $B_{12}$,862,0.880327,0.658604
NP,Vitamin $B_{12}$,863,0.880275,0.659068
NP,Vitamin $B_{12}$,864,0.879851,0.658279
NP,Vitamin $B_{12}$,865,0.879879,0.658675
NP,Vitamin $B_{12}$,866,0.879950,0.658813
NP,Vitamin $B_{12}$,867,0.880905,0.659414
NP,Vitamin $B_{12}$,868,0.879563,0.659259
NP,Vitamin $B_{12}$,869,0.880145,0.659247
NP,Vitamin $B_{12}$,870,0.880143,0.659423
NP,Vitamin $B_{12}$,871,0.879716,0.658506
NP,Vitamin $B_{12}$,872,0.879890,0.658418
NP,Vitamin $B_{12}$,873,0.880873,0.659688
NP,Vitamin $B_{12}$,874,0.879928,0.658632
NP,Vitamin $B_{12}$,875,0.880524,0.659204
NP,Vitamin $B_{12}$,876,0.879447,0.658430
NP,Vitamin $B_{12}$,877,0.879348,0.658563
NP,Vitamin $B_{12}$,878,0.879754,0.658058
NP,Vitamin $B_{12}$,879,0.880015,0.658940
NP,Vitamin $B_{12}$,880,0.879872,0.657466
NP,Vitamin $B_{12}$,881,0.880508,0.659752
NP,Vitamin $B_{12}$,882,0.879709,0.658890
NP,Vitamin $B_{12}$,883,0.880213,0.659207
NP,Vitamin $B_{12}$,884,0.880493,0.658265
NP,Vitamin $B_{12}$,885,0.879274,0.658427
NP,Vitamin $B_{12}$,886,0.879526,0.658398
NP,Vitamin $B_{12}$,887,0.880110,0.658054
NP,Vitamin $B_{12}$,888,0.879647,0.658271
NP,Vitamin $B_{12}$,889,0.879833,0.659212
NP,Vitamin $B_{12}$,890,0.880091,0.658370
NP,Vitamin $B_{12}$,891,0.880148,0.658906
NP,Vitamin $B_{12}$,892,0.880351,0.658971
NP,Vitamin $B_{12}$,893,0.879224,0.658614
NP,Vitamin $B_{12}$,894,0.880455,0.658147
NP,Vitamin $B_{12}$,895,0.881023,0.659708
NP,Vitamin $B_{12}$,896,0.879076,0.658556
NP,Vitamin $B_{12}$,897,0.880275,0.658468
NP,Vitamin $B_{12}$,898,0.880219,0.659756
NP,Vitamin $B_{12}$,899,0.880458,0.658800
NP,Vitamin $B_{12}$,900,0.880033,0.658242
NP,Vitamin $B_{12}$,901,0.879997,0.658860
NP,Vitamin $B_{12}$,902,0.879781,0.658732
NP,Vitamin $B_{12}$,903,0.878255,0.657935
NP,Vitamin $B_{12}$,904,0.879631,0.658072
NP,Vitamin $B_{12}$,905,0.879848,0.658256
NP,Vitamin $B_{12}$,906,0.880666,0.658002
NP,Vitamin $B_{12}$,907,0.877887,0.657611
NP,Vitamin $B_{12}$,908,0.881654,0.659092
NP,Vitamin $B_{12}$,909,0.880856,0.659380
NP,Vitamin $B_{12}$,910,0.879697,0.659404
NP,Vitamin $B_{12}$,911,0.880360,0.658880
NP,Vitamin $B_{12}$,912,0.879438,0.657612
NP,Vitamin $B_{12}$,913,0.880248,0.658274
NP,Vitamin $B_{12}$,914,0.878861,0.659061
NP,Vitamin $B_{12}$,915,0.880256,0.657947
NP,Vitamin $B_{12}$,916,0.880275,0.657972
NP,Vitamin $B_{12}$,917,0.880635,0.658888
NP,Vitamin $B_{12}$,918,0.880764,0.658482
NP,Vitamin $B_{12}$,919,0.879287,0.658486
NP,Vitamin $B_{12}$,920,0.881266,0.658935
NP,Vitamin $B_{12}$,921,0.880426,0.659665
NP,Vitamin $B_{12}$,922,0.880266,0.658782
NP,Vitamin $B_{12}$,923,0.879527,0.658436
NP,Vitamin $B_{12}$,924,0.879068,0.658856
NP,Vitamin $B_{12}$,925,0.880479,0.659723
NP,Vitamin $B_{12}$,926,0.879170,0.658132
NP,Vitamin $B_{12}$,927,0.880944,0.659157
NP,Vitamin $B_{12}$,928,0.879771,0.658581
NP,Vitamin $B_{12}$,929,0.879772,0.659195
NP,Vitamin $B_{12}$,930,0.880339,0.659877
NP,Vitamin $B_{12}$,931,0.878827,0.658381
NP,Vitamin $B_{12}$,932,0.880733,0.659009
NP,Vitamin $B_{12}$,933,0.879635,0.658404
NP,Vitamin $B_{12}$,934,0.880451,0.658503
NP,Vitamin $B_{12}$,935,0.877787,0.657941
NP,Vitamin $B_{12}$,936,0.880308,0.658209
NP,Vitamin $B_{12}$,937,0.880411,0.658128
NP,Vitamin $B_{12}$,938,0.880257,0.658232
NP,Vitamin $B_{12}$,939,0.880515,0.658754
NP,Vitamin $B_{12}$,940,0.880141,0.658511
NP,Vitamin $B_{12}$,941,0.879531,0.657670
NP,Vitamin $B_{12}$,942,0.878372,0.657942
NP,Vitamin $B_{12}$,943,0.880329,0.658250
NP,Vitamin $B_{12}$,944,0.880398,0.658356
NP,Vitamin $B_{12}$,945,0.880588,0.659324
NP,Vitamin $B_{12}$,946,0.881429,0.659557
NP,Vitamin $B_{12}$,947,0.879086,0.657969
NP,Vitamin $B_{12}$,948,0.880187,0.658321
NP,Vitamin $B_{12}$,949,0.880113,0.658756
NP,Vitamin $B_{12}$,950,0.880409,0.658862
NP,Vitamin $B_{12}$,951,0.880154,0.658699
NP,Vitamin $B_{12}$,952,0.879773,0.658393
NP,Vitamin $B_{12}$,953,0.880273,0.659008
NP,Vitamin $B_{12}$,954,0.879720,0.658727
NP,Vitamin $B_{12}$,955,0.879402,0.658907
NP,Vitamin $B_{12}$,956,0.879937,0.658470
NP,Vitamin $B_{12}$,957,0.881328,0.658938
NP,Vitamin $B_{12}$,958,0.880051,0.658714
NP,Vitamin $B_{12}$,959,0.879277,0.658443
NP,Vitamin $B_{12}$,960,0.880150,0.659153
NP,Vitamin $B_{12}$,961,0.880058,0.659394
NP,Vitamin $B_{12}$,962,0.879995,0.658757
NP,Vitamin $B_{12}$,963,0.879953,0.658330
NP,Vitamin $B_{12}$,964,0.879425,0.658430
NP,Vitamin $B_{12}$,965,0.880320,0.658988
NP,Vitamin $B_{12}$,966,0.879799,0.658589
NP,Vitamin $B_{12}$,967,0.880113,0.659446
NP,Vitamin $B_{12}$,968,0.879686,0.658791
NP,Vitamin $B_{12}$,969,0.880342,0.658769
NP,Vitamin $B_{12}$,970,0.877361,0.657754
NP,Vitamin $B_{12}$,971,0.880645,0.658765
NP,Vitamin $B_{12}$,972,0.880672,0.659222
NP,Vitamin $B_{12}$,973,0.879634,0.658054
NP,Vitamin $B_{12}$,974,0.881148,0.658535
NP,Vitamin $B_{12}$,975,0.880238,0.659226
NP,Vitamin $B_{12}$,976,0.878890,0.657158
NP,Vitamin $B_{12}$,977,0.879440,0.659717
NP,Vitamin $B_{12}$,978,0.880876,0.659153
NP,Vitamin $B_{12}$,979,0.880038,0.659035
NP,Vitamin $B_{12}$,980,0.880871,0.659007
NP,Vitamin $B_{12}$,981,0.880106,0.658810
NP,Vitamin $B_{12}$,982,0.880131,0.658797
NP,Vitamin $B_{12}$,983,0.880087,0.658491
NP,Vitamin $B_{12}$,984,0.880009,0.658571
NP,Vitamin $B_{12}$,985,0.878725,0.657846
NP,Vitamin $B_{12}$,986,0.880935,0.658690
NP,Vitamin $B_{12}$,987,0.880095,0.658778
NP,Vitamin $B_{12}$,988,0.880697,0.659509
NP,Vitamin $B_{12}$,989,0.879323,0.658963
NP,Vitamin $B_{12}$,990,0.880209,0.657946
NP,Vitamin $B_{12}$,991,0.877842,0.658700
NP,Vitamin $B_{12}$,992,0.881316,0.658982
NP,Vitamin $B_{12}$,993,0.880707,0.659624
NP,Vitamin $B_{12}$,994,0.880244,0.658427
NP,Vitamin $B_{12}$,995,0.879810,0.658847
NP,Vitamin $B_{12}$,996,0.879573,0.658432
NP,Vitamin $B_{12}$,997,0.880131,0.659199
NP,Vitamin $B_{12}$,998,0.880650,0.659069
NP,Vitamin $B_{12}$,999,0.879770,0.658694
NP,Vitamin $B_{12}$,1000,0.881016,0.659225
Damped NP,Vitamin $B_{12}$,1,0.083251,
Damped NP,Vitamin $B_{12}$,2,0.880111,0.667544
Damped NP,Vitamin $B_{12}$,3,0.887148,0.662440
Damped NP,Vitamin $B_{12}$,4,0.904076,0.686469
Damped NP,Vitamin $B_{12}$,5,0.881599,0.663306
Damped NP,Vitamin $B_{12}$,6,0.881417,0.664064
Damped NP,Vitamin $B_{12}$,7,0.884944,0.665056
Damped NP,Vitamin $B_{12}$,8,0.884172,0.663890
Damped NP,Vitamin $B_{12}$,9,0.883813,0.665092
Damped NP,Vitamin $B_{12}$,10,0.881022,0.663860
Damped NP,Vitamin $B_{12}$,11,0.882584,0.664404
Damped NP,Vitamin $B_{12}$,12,0.882712,0.664179
Damped NP,Vitamin $B_{12}$,13,0.879688,0.663274
Damped NP,Vitamin $B_{12}$,14,0.881611,0.663653
Damped NP,Vitamin $B_{12}$,15,0.882415,0.663899
Damped NP,Vitamin $B_{12}$,16,0.880466,0.661626
Damped NP,Vitamin $B_{12}$,17,0.888592,0.665195
Damped NP,Vitamin $B_{12}$,18,0.882299,0.664796
Damped NP,Vitamin $B_{12}$,19,0.881976,0.664078
Damped NP,Vitamin $B_{12}$,20,0.882039,0.664397
Damped NP,Vitamin $B_{12}$,21,0.882748,0.664827
Damped NP,Vitamin $B_{12}$,22,0.888232,0.665459
Damped NP,Vitamin $B_{12}$,23,0.057737,
ISI,Vitamin $B_{12}$,1,0.084082,
ISI,Vitamin $B_{12}$,2,0.967320,0.753125
ISI,Vitamin $B_{12}$,3,0.971942,0.751752
ISI,Vitamin $B_{12}$,4,0.973804,0.752770
ISI,Vitamin $B_{12}$,5,1.019612,0.796726
ISI,Vitamin $B_{12}$,6,0.979610,0.753633
ISI,Vitamin $B_{12}$,7,1.015356,0.792360
ISI,Vitamin $B_{12}$,8,0.993001,0.768437
ISI,Vitamin $B_{12}$,9,1.021211,0.800684
ISI,Vitamin $B_{12}$,10,1.012542,0.789542
ISI,Vitamin $B_{12}$,11,1.047855,0.825105
ISI,Vitamin $B_{12}$,12,1.048916,0.824262
ISI,Vitamin $B_{12}$,13,1.048904,0.823378
ISI,Vitamin $B_{12}$,14,1.049946,0.825074
ISI,Vitamin $B_{12}$,15,1.048621,0.823602
ISI,Vitamin $B_{12}$,16,1.047536,0.824038
ISI,Vitamin $B_{12}$,17,1.047367,0.821929
ISI,Vitamin $B_{12}$,18,1.047949,0.824274
ISI,Vitamin $B_{12}$,19,1.050142,0.824750
ISI,Vitamin $B_{12}$,20,1.055064,0.830134
ISI,Vitamin $B_{12}$,21,1.048522,0.822455
ISI,Vitamin $B_{12}$,22,1.052155,0.827412
ISI,Vitamin $B_{12}$,23,1.049712,0.824360
ISI,Vitamin $B_{12}$,24,1.051649,0.827161
ISI,Vitamin $B_{12}$,25,1.049336,0.824692
ISI,Vitamin $B_{12}$,26,1.045151,0.821389
ISI,Vitamin $B_{12}$,27,1.012611,0.788518
ISI,Vitamin $B_{12}$,28,1.057859,0.834867
ISI,Vitamin $B_{12}$,29,1.057652,0.831715
ISI,Vitamin $B_{12}$,30,1.044624,0.820305
ISI,Vitamin $B_{12}$,31,1.056614,0.830971
ISI,Vitamin $B_{12}$,32,1.061131,0.834681
ISI,Vitamin $B_{12}$,33,1.058644,0.833112
ISI,Vitamin $B_{12}$,34,1.063652,0.837789
ISI,Vitamin $B_{12}$,35,1.056716,0.831530
ISI,Vitamin $B_{12}$,36,1.062536,0.838254
ISI,Vitamin $B_{12}$,37,1.021352,0.795773
ISI,Vitamin $B_{12}$,38,0.063656,
